country,year,sex,age,population, gdp_for_year ($) ,suicides_no
Antigua and Barbuda,1991,female,55-74 years,3665,"48,17,06,333",0
Antigua and Barbuda,1991,female,75+ years,1293,"48,17,06,333",0
Antigua and Barbuda,1991,male,15-24 years,6401,"48,17,06,333",0
Antigua and Barbuda,1991,male,25-34 years,6156,"48,17,06,333",0
Antigua and Barbuda,1991,male,35-54 years,6122,"48,17,06,333",0
Antigua and Barbuda,1991,male,5-14 years,6818,"48,17,06,333",0
Antigua and Barbuda,1991,male,55-74 years,2857,"48,17,06,333",0
Antigua and Barbuda,1991,male,75+ years,804,"48,17,06,333",0
Antigua and Barbuda,1992,female,15-24 years,6369,"49,92,81,148",0
Antigua and Barbuda,1992,female,25-34 years,6650,"49,92,81,148",0
Antigua and Barbuda,1992,female,35-54 years,6534,"49,92,81,148",0
Antigua and Barbuda,1992,female,5-14 years,7311,"49,92,81,148",0
Antigua and Barbuda,1992,female,55-74 years,3648,"49,92,81,148",0
Antigua and Barbuda,1992,female,75+ years,1339,"49,92,81,148",0
Antigua and Barbuda,1992,male,15-24 years,6221,"49,92,81,148",0
Antigua and Barbuda,1992,male,25-34 years,6409,"49,92,81,148",0
Antigua and Barbuda,1992,male,35-54 years,6497,"49,92,81,148",0
Antigua and Barbuda,1992,male,5-14 years,7059,"49,92,81,148",0
Antigua and Barbuda,1992,male,55-74 years,2851,"49,92,81,148",0
Antigua and Barbuda,1992,male,75+ years,853,"49,92,81,148",0
Antigua and Barbuda,1993,male,25-34 years,6668,"53,51,72,778",1
Antigua and Barbuda,1993,female,15-24 years,6182,"53,51,72,778",0
Antigua and Barbuda,1993,female,25-34 years,6914,"53,51,72,778",0
Antigua and Barbuda,1993,female,35-54 years,6917,"53,51,72,778",0
Antigua and Barbuda,1993,female,5-14 years,7529,"53,51,72,778",0
Antigua and Barbuda,1993,female,55-74 years,3662,"53,51,72,778",0
Antigua and Barbuda,1993,female,75+ years,1386,"53,51,72,778",0
Antigua and Barbuda,1993,male,15-24 years,6069,"53,51,72,778",0
Antigua and Barbuda,1993,male,35-54 years,6915,"53,51,72,778",0
Antigua and Barbuda,1993,male,5-14 years,7298,"53,51,72,778",0
Antigua and Barbuda,1993,male,55-74 years,2879,"53,51,72,778",0
Antigua and Barbuda,1993,male,75+ years,896,"53,51,72,778",0
Antigua and Barbuda,1994,female,15-24 years,6083,"58,94,29,593",0
Antigua and Barbuda,1994,female,25-34 years,7151,"58,94,29,593",0
Antigua and Barbuda,1994,female,35-54 years,7357,"58,94,29,593",0
Antigua and Barbuda,1994,female,5-14 years,7722,"58,94,29,593",0
Antigua and Barbuda,1994,female,55-74 years,3715,"58,94,29,593",0
Antigua and Barbuda,1994,female,75+ years,1437,"58,94,29,593",0
Antigua and Barbuda,1994,male,15-24 years,5976,"58,94,29,593",0
Antigua and Barbuda,1994,male,25-34 years,6886,"58,94,29,593",0
Antigua and Barbuda,1994,male,35-54 years,7359,"58,94,29,593",0
Antigua and Barbuda,1994,male,5-14 years,7494,"58,94,29,593",0
Antigua and Barbuda,1994,male,55-74 years,2935,"58,94,29,593",0
Antigua and Barbuda,1994,male,75+ years,929,"58,94,29,593",0
Antigua and Barbuda,1995,female,15-24 years,6099,"57,72,80,741",0
Antigua and Barbuda,1995,female,25-34 years,7333,"57,72,80,741",0
Antigua and Barbuda,1995,female,35-54 years,7851,"57,72,80,741",0
Antigua and Barbuda,1995,female,5-14 years,7885,"57,72,80,741",0
Antigua and Barbuda,1995,female,55-74 years,3808,"57,72,80,741",0
Antigua and Barbuda,1995,female,75+ years,1488,"57,72,80,741",0
Antigua and Barbuda,1995,male,15-24 years,5953,"57,72,80,741",0
Antigua and Barbuda,1995,male,25-34 years,7023,"57,72,80,741",0
Antigua and Barbuda,1995,male,35-54 years,7809,"57,72,80,741",0
Antigua and Barbuda,1995,male,5-14 years,7632,"57,72,80,741",0
Antigua and Barbuda,1995,male,55-74 years,3021,"57,72,80,741",0
Antigua and Barbuda,1995,male,75+ years,944,"57,72,80,741",0
Antigua and Barbuda,1998,female,15-24 years,6529,"72,78,60,593",0
Antigua and Barbuda,1998,female,25-34 years,8332,"72,78,60,593",0
Antigua and Barbuda,1998,female,35-54 years,9615,"72,78,60,593",0
Antigua and Barbuda,1998,female,5-14 years,8183,"72,78,60,593",0
Antigua and Barbuda,1998,female,55-74 years,3921,"72,78,60,593",0
Antigua and Barbuda,1998,female,75+ years,1476,"72,78,60,593",0
Antigua and Barbuda,1998,male,15-24 years,5916,"72,78,60,593",0
Antigua and Barbuda,1998,male,25-34 years,7294,"72,78,60,593",0
Antigua and Barbuda,1998,male,35-54 years,9086,"72,78,60,593",0
Antigua and Barbuda,1998,male,5-14 years,7706,"72,78,60,593",0
Antigua and Barbuda,1998,male,55-74 years,3213,"72,78,60,593",0
Antigua and Barbuda,1998,male,75+ years,954,"72,78,60,593",0
Antigua and Barbuda,1999,female,15-24 years,6589,"76,61,98,926",0
Antigua and Barbuda,1999,female,25-34 years,8526,"76,61,98,926",0
Antigua and Barbuda,1999,female,35-54 years,10311,"76,61,98,926",0
Antigua and Barbuda,1999,female,5-14 years,8314,"76,61,98,926",0
Antigua and Barbuda,1999,female,55-74 years,3968,"76,61,98,926",0
Antigua and Barbuda,1999,female,75+ years,1451,"76,61,98,926",0
Antigua and Barbuda,1999,male,15-24 years,5845,"76,61,98,926",0
Antigua and Barbuda,1999,male,25-34 years,7263,"76,61,98,926",0
Antigua and Barbuda,1999,male,35-54 years,9537,"76,61,98,926",0
Antigua and Barbuda,1999,male,5-14 years,7805,"76,61,98,926",0
Antigua and Barbuda,1999,male,55-74 years,3276,"76,61,98,926",0
Antigua and Barbuda,1999,male,75+ years,947,"76,61,98,926",0
Antigua and Barbuda,2000,male,55-74 years,3333,"83,01,58,778",1
Antigua and Barbuda,2000,male,35-54 years,10033,"83,01,58,778",1
Antigua and Barbuda,2000,female,15-24 years,6616,"83,01,58,778",0
Antigua and Barbuda,2000,female,25-34 years,8595,"83,01,58,778",0
Antigua and Barbuda,2000,female,35-54 years,11040,"83,01,58,778",0
Antigua and Barbuda,2000,female,5-14 years,8439,"83,01,58,778",0
